SAMPLEID,SAMPLETYPE,x,y,Ag_ppm,Al_pct,As_ppm,Au_ppb,Ba_ppm,Bi_ppm,Ca_pct,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cu_ppm,Fe_pct,Ga_ppm,Hg_ppb,K_pct,La_ppm,Li_ppm,Mg_pct,Mn_ppm
S00000,sediment,114.36431539995728,-30.61817207852881,1.3886520184758697,4.784239389216793,3.8697259580718457,1.0178433631636863,6.1529821193504795,3.0707313297417973,1.3394951695894532,6.765761213155103,0.3348717692610361,10.81059962578332,1.113048150102133,23.211659657518062,3.1313830686359956,0.7577317405395461,19.23673971162361,24.348024790542606,13.232322107731576,0.6554915020093708,0.06783657785370457,22.61795273819028
S00001,sediment,114.10406137136732,-30.425410748110373,455.4475395652139,0.5696574566710979,0.01075324255203896,0.5953338143330291,5.334260562455098,15.930972430595288,2.968716680464541,5.627116996383549,4.690080984261665,-9999.0,5.074307281084969,1.8412131121830984,0.29833444955189065,11.578940665480893,7.978664758442378,0.19369948060317507,0.312126627385855,4.035180937621431,2.202808429814074,2.215430963600642
S00002,sediment,114.19852664011876,-30.886589674071033,3.2677179005160477,0.7786231305525302,-9999.0,5.687473387484947,10.821541810288352,1.4153603141217794,0.1209675589800896,3.214865677943772,1.5863481688375969,2.92469064713022,3.3534413173877757,7.046436507498968,0.2281786186727718,2.855637358129212,0.8315835661806169,2.0562629411177324,3.5081631582389123,1.796921192693819,15.774779640324725,0.9244125302455313
S00003,sediment,114.38585305279233,-31.27404032598786,2.6590018188779103,1.5839380236425635,1.510808644988184,4.68081622484796,1.3236878340790612,1.7031614003985414,0.10798244832738417,2.23374498409862,1.7872539243483032,19.92438885685964,0.696043548837271,10.0767654104754,4.008880720855878,-9999.0,0.0,8.244838057358058,0.43849579499047087,2.8327437166269807,2.363418296248196,2.4670693915799453
S00004,sediment,114.37971502754299,-30.945373034902076,43.12967768241582,1.8983071871511314,25.986912812012218,3.8199167679298256,1.4205494387882975,0.3702742040332508,52.75664736324354,12.545933611669355,0.6612491260824268,0.6329650979271654,30.78279309689151,2.934950216708855,3.25457215792658,2.282491184012474,11.686008555178677,2.014178117487353,0.7740965330210873,48.96375179444599,1.480653275607246,3.153718762166345
S00005,sediment,114.20678838927671,-30.907168274885144,0.35115937801109565,2.5515898251579867,0.5379423328518034,2.754573602880711,72.13908019261886,0.8927113208307307,5.81121300271809,2.7688078085726318,33.04521947934464,14.59803817959358,1.0012962353988826,1.5447080540442688,1.9841382692225027,5.662229600491938,0.5081988376110771,1.1624352073849682,0.14994347780551223,2.766883166387233,3.3006932270792024,10.42837351540632
S00006,sediment,113.66566697153931,-30.489144758152943,2.304907830485141,2.9250448760095744,0.0,1.162014892411632,1.8778798828760548,5.992280676831139,2.725067221874882,5.976101739591057,54.68158264000901,13.509068341393622,0.04689812013595254,1.5845844147345292,5.609093281440521,5.263213355151972,10.529402721179016,-9999.0,0.4266959097157974,7.881770633539758,1.6005058411451223,3.302997827874412
S00007,sediment,114.31121586337298,-30.991338067875663,0.6541591356079419,17.327170291859375,25.598799723965747,82.12743932877562,8.188233375917584,2.7492833304108073,1.498651530306176,0.08246115037904987,10.468354447292791,0.4250548843353582,1.3417686686174626,30.327226045057763,17.64087568479831,2.428951054648731,1.348679063362465,0.5269377914269819,0.42297404283330614,2.4592369202565014,2.847024002701261,8.525355522162654
S00008,sediment,113.67161857688905,-30.432814571451477,7.04638757480468,1.5003275965574732,0.37929053103266097,1.7375980693022597,2.7444270039595637,11.183147189375793,0.19344713958015186,0.4664503844886183,0.2833907733430557,4.512348915029963,12.761162158919387,1.1756112831636827,4.327990753041193,14.005339732269727,12.130492918135651,0.19965076516596156,0.3506291743433486,2.352369093536262,0.9752401264387323,3.1207664735268317
S00009,sediment,114.21074135679642,-30.901006928624284,1.2949547814372682,1.2027970741900185,-9999.0,0.7425463060471941,0.1699267537424106,3.567556552988804,12.05911965129009,-0.5,1.3095122161212795,3.4494713502919314,1.9941181951319695,3.5418449675374823,0.662009394408519,11.654518458824427,1.6373512576793843,4.6170059965495875,3.607164419460624,0.6266282981268341,14.339409129062258,0.8833993526114675
S00010,sediment,114.15344560924285,-30.412358335359688,6.489208736062274,0.36488938309882657,0.8159454710848786,2.9495154800613577,0.12657205785202058,1.6021066228913914,0.4939439920219511,0.9973511143555219,9.404532011099597,2.0864331065403987,-0.5,7.508072085963487,48.07822892302532,5.053383625112282,1.2214038768762159,0.6109293860386478,0.19218734619031233,4.721768153348766,22.98627690600903,0.33194569297805787
S00011,sediment,114.22673139283843,-31.377940515207655,5.824519446838811,1.9429572169291782,1.275131596934401,2.072153553603534,1.1405649046769673,68.20004984269394,7.816789872187054,0.33519719560303174,2.5376944662009477,0.275178903863075,0.5815041526509056,3.959289804109888,2.0866027731209105,2.950331905509464,1.4255943542522436,3.312085837547115,4.25551392307809,121.90220537888065,2.2253506903358424,4.747056878232444
S00012,sediment,114.00052822341179,-30.48732346153227,8.7631759707934,3.992008027282772,0.8149192495718635,1.6782150987014686,13.252044965004599,2.3611402211844172,3.313487129621262,7.113102438398555,10.520551904636443,1.8320039013325393,0.5371490708432989,13.826339700256941,2.9299824972938575,7.28619631730592,0.6323878987770548,2.2594042154993534,12.290622185639927,-0.5,0.33968582555866794,0.0667466416510433
S00013,sediment,114.1065687249472,-30.455018384395267,5.970186633346383,0.20471335586716286,0.9068429812755696,45.21433288999452,8.867895297915172,15.5568561988035,2.51395774918288,2.7237278849855695,17.667434017039263,2.1501899756167138,1.1469091545725167,0.0,0.0,4.355333267791343,0.29507243305420033,4.021150643378929,0.7163524585600481,1.8211861110350804,1.2389140682729811,0.19247235081801206
S00014,sediment,114.42116262313223,-30.425117900573404,1.9424322195056198,1.6263806891780797,161.23585354271736,0.4992632700812478,10.70933452137218,1.489121263857959,0.38537072782538095,1.4763771910598653,47.50303434930566,0.2127894864171032,1.835730574123154,7.463506053068498,0.5424711780512883,13.345778367854606,0.06402406889920706,1.9335933144320439,-0.5,15.032444622579863,2.062702486840354,0.33385389331274146
S00015,sediment,113.5689311368722,-31.373062302164,0.3340451684884584,15.493819382387239,9.647355227593426,2.8752959359360037,0.6184312382164392,7.880561983858588,0.3931456964211164,26.145221853594766,1.0178598757223094,-0.5,5.701799993943213,0.1841668547920043,-9999.0,10.478673171527808,0.5587743805016379,6.216940998529863,1.6430167332413768,12.606393740079426,5.8026128956311975,7.940159008016363
S00016,sediment,113.7766898174796,-31.21443799978831,12.34964615837606,7.188331339434567,14.19098342246541,0.5521091386001148,30.686067836401744,10.93559963277803,4.878811179694879,20.20946707857451,-9999.0,0.6767231067009991,3.295830080400792,20.498940375429335,0.44078794452315023,0.5901486337928036,140.60224131605457,0.9461800359036063,1.4662800750750995,-0.5,0.5992839010776905,0.2909251656780858
