SAMPLEID,SAMPLETYPE,x,y,Ag_ppm,Al_pct,As_ppm,Au_ppb,Ba_ppm,Bi_ppm,Ca_pct,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cu_ppm,Fe_pct,Ga_ppm,Hg_ppb,K_pct,La_ppm,Li_ppm,Mg_pct,Mn_ppm
S00000,rockchip,116.5400821249645,-28.678081503424274,0.6843394060655839,1.3080130509913819,0.9404607209198483,0.1918123741093293,0.48589746084834845,0.2684333737481589,2.7291907442086116,1.0163940138505119,5.234422463617655,0.9511321614811653,1.3960223606556323,11.110130055719292,5.622420257801495,4.684052987350673,0.0,36.176112900788475,94.67585362211476,1.9753295699903382,10.074037304077311,4.660870774808424
S00001,rockchip,116.0766904240448,-28.32365726540655,9.085737483189062,8.01366550476112,63.819665999402055,11.149184161077434,0.39651524726552556,10.351428257836302,0.9173746283551073,5.056869458405866,0.6895384090436529,0.0493545827365368,0.8887024085900819,1.686569042910496,0.6652676074748587,20.543111606878266,25.399792831714933,26.528266631878957,0.5195001997980123,1.5672061393810366,-9999.0,10.571158620306377
S00002,rockchip,116.57423908254324,-28.341075778956732,44.61627945104162,17.07731100186903,7.469548162665012,0.6217009741578314,3.9582821048423846,0.30267052598861777,2.608221403958021,0.0,5.857741309705375,1.6672173627531486,1.7545387961944354,1.2878879984287923,1.366594665102052,0.8328111863691539,9.696101322340015,8.364294804043805,10.545546825101809,59.25504712129744,2.905461915290747,3.726471400878228
S00003,rockchip,116.36349971990428,-28.309265909311492,6.7627581881529055,2.340193080027739,4.979439270378959,0.378614657382837,3.3252513315317853,4.424448132957408,1.3349131305258386,4.32315408481882,1.1078414763086264,17.16719201131267,-9999.0,4.905897839140237,3.068002022018476,2.671938426364942,18.678753798127822,39.20112684589945,0.9409952675816973,0.3779341088706083,13.852877578428618,0.3703770347713977
S00004,rockchip,116.54835567314773,-28.415678759321107,1.3858321348441391,2.4716444479099433,-9999.0,5.367147362207723,5.911831998139349,3.709522194554733,4.034845444543294,4.604859223463108,0.7737164599957588,1.7139356145350622,1.485422495183383,30.55282292877477,2.587150637501,1.8017513254323452,0.10035840869081224,1.8360050090781594,0.5002314262833173,2.5404934306984988,3.4621548390586963,1.706165734777025
S00005,rockchip,116.65537319084159,-28.341560359580786,21.7625469231661,1.9263707201537736,8.645241020436961,2.6791655486834545,2.192428462612592,15.996438778486294,5.122933662153692,16.338036331784256,0.618118130632675,0.18960115340605924,8.5841467154757,9.779886340561672,2.4827990571421616,1.4392221391307178,0.7787947487152045,2.464278669156619,0.4999000036385958,0.12304690640193686,6.226264610104347,2.4209923218632117
S00006,rockchip,116.65308130519463,-29.008527506926576,4.660348033744741,5.611026919219191,0.5914875959053059,6.436265161764286,1.0294143158971227,1.9085415176927518,0.14143652755955938,2.683550312835133,0.6519920759801588,1.7604849924544077,40.38772360497827,6.362341359692731,1.1673892216304198,4.382142856719364,0.5082751560807682,1.786929973876414,3.3571875663438195,4.465298970348889,4.54912352833844,1.155813366942123
S00007,rockchip,116.681766773862,-28.880699565252836,1.4198012051209021,5.055174621925872,0.27585766099317904,5.185533592760384,5.838485924413445,0.1295816289399073,4.510845043729016,12.33639887782073,1.4297250490141797,2.0574483961365035,0.04704257486260854,168.41359017141255,4.733268558729468,2.7542038094902983,6.283502760611083,7.256074724039477,0.6728785437466396,0.3632884940138312,0.5517146464189535,1.1257434452176833
S00008,rockchip,116.687511355389,-28.942066543320482,18.421590390859222,3.3638644209365953,1.1865988735462192,410.8433660667636,-0.5,3.370096357247878,218.74803945863314,5.89956156402791,0.8214866186484469,1.641945066084198,1.9190090753395912,0.9060914366840707,70.73100654850944,2.0673918188959863,2.0157410352381757,216.93638387364396,1.093880365673402,14.209907926108489,0.6821942936783209,2.3657900773582896
S00009,rockchip,116.1175241490575,-28.442124410399718,2.0738052759091903,36.8173468793535,0.46321693509775674,8.04662906117588,17.925275003078887,-9999.0,1.6902448287444978,14.797382469397629,2.2536814859996817,0.9243475381623454,0.3968628447647022,0.8762737337455953,9.432526892988356,3.3607563306576695,0.030218854113755963,4.711554244203568,1.404102072110034,1.7567423570770493,0.3078942697887654,0.7845286722270272
