SAMPLEID,SAMPLETYPE,x,y,Ag_ppm,Al_pct,As_ppm,Au_ppb,Ba_ppm,Bi_ppm,Ca_pct,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cu_ppm,Fe_pct,Ga_ppm,Hg_ppb,K_pct,La_ppm,Li_ppm,Mg_pct,Mn_ppm
S00000,soil,113.92799351187121,-30.792273976351908,0.897617887334799,34.4555795653324,23.208519760588963,1.6227754612923597,-0.5,2.634786202089368,1.4883195902117354,0.16363330904879742,15.441686133149076,0.13392931776360947,1.881532278894231,8.2386900834217,3.0548815085663903,28.567595389125557,0.36507422953730345,0.9414769459684587,5.287762600807078,1.1280091132860877,0.07469176937076756,0.9895652393172638
S00001,soil,114.39609480692044,-30.826912528770524,19.454138929808334,3.4558431770427123,0.6305336788459017,0.593572342382607,14.252111577147126,20.215631765510224,9.4648197267573,8.481183771599802,0.2083621393377256,0.6874405846456788,1.6005885547717793,1.8888605446206588,0.27981710505626095,29.170213061021443,14.923773521905819,-9999.0,0.18105614190621455,12.332711591891917,23.98022735608063,23.254897206327954
S00002,soil,114.64492740569183,-30.551826884983942,1.8038192544264218,2.3418812101856936,-0.5,8.918710408714361,4.1850095681417505,1.602707526833654,11.436290457796506,1.6914757446026984,0.5933789895816521,16.16145089555455,3.9219338186736223,0.0,1.3777477853815923,4.627514702331699,0.33901816934578755,-0.5,2.9074279505406833,0.9893181116294839,0.38034841408701225,1.563907831139883
S00003,soil,114.39661214177467,-30.315241824945637,0.3722250190869809,12.713640584239698,0.41831639087196315,0.3861165277249395,30.130937354680576,1.9686993717889862,3.268631811547516,20.872237737146186,3.7905741468864025,0.4049161159021463,6.126303561613766,0.15380007621215233,1.9376526372523246,0.8138399305392324,5.792318045500447,0.29547311272079474,10.768039488129368,0.2392822279946569,-9999.0,2.188708539715064
S00004,soil,113.73559479715581,-30.391561363653352,4.514807442635951,0.6076631374722761,1.5316676292021854,4.966048417697979,1.646297144477462,15.272572760764808,2.1098754445514456,17.49005267144989,0.2628606331289328,0.044934832213681504,18.793678952829186,0.19244748271486042,9.13658120670418,2.0935202621402214,0.06338446326569182,4.077154770487507,1.4273406863602678,54.52984655268419,4.181642843632725,81.2158392175762
S00005,soil,114.29467443758568,-30.072532087447687,1.7943048442729042,0.47545313222261315,0.0,0.4220024930987296,1.807829675663539,2.1744507848887897,22.531919356111903,89.4636462292659,0.8721672664441619,42.40113143184509,6.012928716567046,0.47600482548948503,36.15260323272788,11.419848653690115,1.962841539423687,-0.5,1.1962228220450086,48.76223804627154,6.527425143556884,8.698816415547071
S00006,soil,114.36485991635931,-30.134465907043673,5.135628507528935,6.76034468169633,2.954874650066617,37.96529031611925,1.9964457707767458,8.717769899194703,3.7399388287173156,11.3673917956718,1.2329267029455573,4.241507700591118,13.673183800171076,0.6677558046402787,4.904528065083785,-9999.0,2.6762273268300185,0.2697760564330586,12.724991966552983,20.04371569516455,0.0,2.750935467752899
S00007,soil,114.44021048349103,-30.63112913925106,4.6034132534365035,38.70636557273819,0.6372362104023606,1.550559670825002,1.2655842323159283,148.3688741478648,0.4342314446578098,0.8493227103594557,12.489589580522042,0.9757145539242845,9.675929019940762,11.820934425734563,0.3444856349395083,12.71973208078439,7.091741466892586,8.58616070249353,2.2837464033173633,2.496525634985918,0.27816387193608455,13.297607866259915
S00008,soil,114.42465217408473,-30.235488110724223,4.678129438679551,0.3137379867195619,0.28678762131453905,4.792004374693273,6.293317478809065,1.1438543287347949,1.6105228502372364,11.48899866217695,19.289414579269934,0.7613983060564956,3.4189697867187907,0.3050373939337604,0.6791334126726211,0.8172659168842863,23.955926365127226,-0.5,1.3360954856899336,5.972187584684173,0.09786317540902884,0.9963391603832413
S00009,soil,114.17035421683408,-30.863996894397882,4.7653904076758336,2.464247884126023,1.644112385717301,0.18578616185336755,3.986416575082801,2.08426842495677,4.8807793353427975,3.859486626326744,8.049989655463825,6.987404964237709,0.91461206563547,0.8041775289151478,3.0350031339453176,1.1252910874831885,2.4272031908938008,0.0,3.4558539588644286,-0.5,1.238174487238973,1.4376528779731044
S00010,soil,113.9243884791645,-30.83615985568814,10.062180683523152,4.284350095977126,3.7002894427584585,0.28874731305380935,4.540822417771146,4.92501448552078,1.5060366508844931,0.0,45.23086696187421,5.567782282768145,4.9833552017287355,5.99074992402693,1.3788824836228104,0.9003392047415778,0.4191476615421185,14.98601391065739,28.827594440017368,1.4256105199160212,1.696936250352536,1.5801290225796285
