SAMPLEID,SAMPLETYPE,x,y,Ag_ppm,Al_pct,As_ppm,Au_ppb,Ba_ppm,Bi_ppm,Ca_pct,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cu_ppm,Fe_pct,Ga_ppm,Hg_ppb,K_pct,La_ppm,Li_ppm,Mg_pct,Mn_ppm
S00000,sediment,114.73015441720086,-28.535514060265722,19.26361745167873,122.49088910995367,4.545274035115154,16.770921941562676,1.3873974741713857,2.845512685464628,0.7059745625752377,6.085893099384398,0.0,10.936082097810386,1.8677196536337715,2.222797498102138,2.4995715250786605,0.1881180236020074,-9999.0,3.2863307927676404,0.36933259590342427,0.8432101435688937,3.467839720742564,4.588539205773567
S00001,sediment,114.59681895958649,-27.798588585833258,2.8052867515020314,5.965118973778422,5.3931510728574805,-9999.0,55.42406767330135,0.3741311105931166,0.3695495532670757,20.11620056987576,0.11292287347162859,6.136426238796449,0.5461070638137736,5.043820050579612,4.5128834374997755,4.533787875769207,14.330644755643977,1.8676567884893938,0.10362759762474773,11.458450753262028,0.5565579925744057,0.0
S00002,sediment,114.1541791158319,-28.090713714700748,7.560440509470997,1.1250975697115602,6.389467428211847,88.1459805511334,38.65954216142637,0.5106718629612116,2.0468855905442584,5.0951908339393635,1.0938485234483861,24.640065724232556,0.09875984500320378,6.271129241059613,10.349679264609916,0.2352958210847727,1.159415001091692,8.219992692526228,0.9520651514028203,1.7637763752790157,2.2231178983646327,5.056835966815258
S00003,sediment,114.15415499572566,-28.687945722743706,1.7067651693090748,2.225315521906056,5.320476356422638,4.9036349620710995,0.576050907056347,8.326053390039252,10.831679937724719,9.932574730391242,5.400707044038577,4.23397356779063,14.24072637158005,2.2228323934931717,2.735583581660392,1.4840731114546235,13.636780563137771,0.542875203664201,3.464428867518656,9.666780185101917,1.4439296097701504,5.9655400425647045
S00004,sediment,114.05624408755766,-28.595671231494304,4.420485486942979,13.55146555893466,7.128380999164695,3.6257953630457225,0.9359996697612658,3.512218354314605,2.2449344430048295,11.090476021377558,0.044101686082900805,7.353464728058796,3.4414319702074097,4.978872088652673,6.878010557907688,5.790111864670167,3.0662633965172756,46.714576319574284,3.1717638950229206,5.222596825775623,7.556902964376147,9.148600239244134
S00005,sediment,114.86433662116438,-28.03364100525228,2.2362165965059084,1.1340543114805337,19.95997054535571,1.7097126298900382,3.0363470416069753,17.99890835510147,26.22550460240466,1.9444403321065802,1.2845452128897066,0.9172549693613944,2.74372650150435,0.0,31.738790199257572,0.0,1.0117921104477698,2.2563787130334707,3.400807374735901,0.8263897817002697,0.8634230712686096,1.1066681921260133
S00006,sediment,114.59927548713266,-28.69208119051412,3.1439939412729743,9.760754800440276,3.6501992478341054,3.3211508259052778,22.105791518178105,4.220244880294746,-9999.0,8.076875876778624,1.2344533187845628,6.550225413744932,4.941523499125478,19.53425787725339,4.816099742274252,7.452420010922122,7.536293770079102,1.5026275121072874,0.3273958641279372,5.770673427568266,0.7475280952784346,1.0137107006083947
S00007,sediment,114.7062330531855,-28.53633472294284,6.637501006160869,0.0,7.873523195400136,-9999.0,2.9609782528291815,0.4609238241944979,2.669434302472213,0.6630085808235687,21.81301188757874,1.5005187070269783,-9999.0,1.1638495259030055,4.338285760423225,4.391192681883699,3.341030723011403,11.647081230831049,9.067822099153604,1.004657224295822,4.376038205278253,2.926583837591507
S00008,sediment,114.01874496968526,-28.14840898499375,0.7966570253650106,1.9254903119820184,2.3759478641673857,7.8629591284170575,1.029567738728852,1.2425270864679892,0.41536809888735726,4.593850281941753,1.525721300894469,1.377597717783771,0.6055650317169301,16.375392110821455,0.2784919185985992,0.5071695197113506,4.940179458981228,0.7143488231834151,3.894017018407845,2.992748334866141,-0.5,7.588558410499088
S00009,sediment,114.96807032755144,-28.005247576667642,62.71376202135195,6.974146957449993,23.574740550411942,11.416429192785666,2.488492947176559,6.342171543325029,4.6900714830825,6.459414893963978,4.828247073795656,10.402906850726943,1.7761941538968848,0.29697698414083784,0.0525444813004407,11.833240140128341,3.755646852806501,7.995480740188075,8.162752450409831,1.7161929865475047,2.0877294002448283,2.45964439758043
S00010,sediment,114.83060311618988,-28.045181514857738,0.6010807030085872,18.268683684304918,0.9855174428149635,0.8361191176987409,1.0589445496030958,7.8892316263729825,10.28134497019864,13.152905450819473,3.359814318615216,10.511133871553435,0.0,1.5363187210499167,4.867417913132862,0.524871374816426,3.697001772164389,22.37076748068698,0.1589535486365493,10.484183619663016,3.4984240978639387,8.678534636134932
S00011,sediment,114.21049958606773,-28.472873464899777,0.43986697858248647,0.7963541137323525,40.50440158694352,0.36904029869958566,6.710784197729522,9.802749898785232,1.4460812468651474,9.310464251773366,0.1112639781306051,34.214968837496386,0.4708990483087365,1.6545560739407035,2.3578817515370103,14.03934479774545,9.032514886389336,1.8926649102970723,-9999.0,6.113401973894721,11.268742839418065,6.867191210255307
S00012,sediment,114.17998544259656,-27.9849635530128,15.443161905403368,0.28531897145931673,2.559374964102687,0.17302692519054821,0.9384266642132503,0.5639519817736476,0.054676526956214604,13.412287642175588,8.604719440993508,31.02814755712864,0.052834122622770624,4.1308685689889275,1.2558667700615103,6.969595134566511,131.0672136904791,59.10186139609068,0.4576512444779225,2.595859503741693,5.840730343987594,1.963100493609994
