SAMPLEID,SAMPLETYPE,x,y,Ag_ppm,Al_pct,As_ppm,Au_ppb,Ba_ppm,Bi_ppm,Ca_pct,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cu_ppm,Fe_pct,Ga_ppm,Hg_ppb,K_pct,La_ppm,Li_ppm,Mg_pct,Mn_ppm
S00000,soil,115.56655136070124,-32.25481082136953,19.939798249295432,11.109670963975866,2.529305690700414,1.0995906396255657,1.025053637222579,3.324711339054719,0.45730883329482386,0.1337143981126834,2.952282938461089,1.242038286201273,4.162618471463098,7.779318162016586,8.071038810755889,3.971428415174047,10.372422525291611,10.890689457531554,0.5486529682352911,33.65081237714564,15.330602059588264,14.679656862988196
S00001,soil,114.77370289313741,-31.382967714423163,3.4260946221684394,6.421029795573468,0.6143573854071293,3.459601482574127,6.837208469497792,2.8318824423504547,0.16187519039325898,5.086428132817675,5.420721351078829,46.92817350839984,1.6041760102078324,10.125575393235122,5.5642906322312315,0.9286874819746057,18.15442569613819,0.5261894613235372,33.49366458817924,1.1924637461938614,1.386188656897189,1.3148893504703578
S00002,soil,115.28405879490991,-31.403260731788045,2.411578573082564,9.961086759694101,4.871281196451761,1.553965712260085,7.163542643314876,1.6082132176049606,1.7446297602952467,1.4387921249103677,10.607775742546691,0.3087063562065497,1.4159170617985173,0.2252365199912584,10.256756739429532,6.468956399213958,7.9786282625445795,2.026020831499185,1.0631826762418535,8.816114050290674,0.6707832761353928,2.791455170228253
S00003,soil,115.05184426783596,-31.78870439171935,2.4035449214490714,1.4267920020151517,37.12741277470529,-9999.0,20.173110425019413,3.8586786882934714,6.061775367158642,3.2856572578397945,1.5247457534305482,2.585283557795303,7.734757921531633,0.9570156459732407,2.2302094477964642,0.4944708449862469,53.82571276556083,0.5898360311613421,27.46984733915399,0.5899669672600987,0.28954756191494746,1.164365498677917
S00004,soil,115.64297068770087,-32.132399450442726,24.1135605706866,7.191861472812601,0.7504552955083423,12.305838001374909,17.873229200677564,0.6751695115355101,6.322715431896814,4.3848386671667114,-9999.0,0.5147419984600704,0.832088354018662,8.97348794956624,10.632076017332448,48.09094760768474,12.842747248161032,38.890279257931695,9.019564734572945,6.198390942844144,13.224253920647454,0.41249719988079425
S00005,soil,115.56810170708013,-31.76303445688274,4.026776982046891,15.545960868691704,10.993912726981556,3.415988934820782,0.7044897926768312,10.079061960637848,4.329304488716967,0.8718704690481852,28.891412250030246,1.5482562273328613,2.171866150697804,0.40767212406966336,9.839694838290256,0.5858544899910422,2.865499505274765,3.4626933409429492,1.9219045208317693,3.5044498836608624,9.339415153825716,12.612476612752284
S00006,soil,115.43544082815411,-31.582996360463955,5.281633737420858,1.9833817719170037,1.0739172641710881,4.104480748437806,0.8885852625259211,2.6932758495399014,1.6362936922067932,4.556341828160238,17.192733066261503,70.3740809827087,8.110082811367176,2.235354997284166,3.7435108985740753,-9999.0,2.004710804265938,11.24139623160034,35.54526569712626,2.8222885797241304,1.1832730853611149,30.089114566414622
S00007,soil,114.85021413426684,-32.33825788993108,2.1507734386540593,21.37932782670282,0.26549328816926643,-9999.0,0.9494032594111782,0.24312453318033075,4.960123292229835,-9999.0,1.4526005831605264,1.5041528315998127,0.8915300765201768,0.4198813952420012,0.8820981336096648,2.1722750677376346,1.4741257027502859,4.966775507066917,2.5638938486929588,3.5339103414885296,0.8720523303434492,-9999.0
S00008,soil,115.35013002426258,-31.523727623846984,2.7808026403845645,-0.5,29.904651637562814,0.5698417385151755,2.1638900894189463,1.9304858193688044,2.208854742579775,3.347608511144374,7.540892511612185,0.45009051315724624,18.31510728654381,0.7159939506773795,17.477886929609394,5.936576118551759,0.9384376342998199,6.050890420794118,19.75261506943137,5.073034012610784,18.21619953204516,1.2193163575334496
S00009,soil,115.22308284518482,-31.881742988242184,1.6898772873450858,5.53403001625011,3.853782671696321,2.1311164882266045,1.0672602236199256,1.0791786939105037,2.453215825115437,1.028721414194564,2.06945665595146,6.978579321688176,0.2330750690146506,4.614321414802945,0.44286681764280106,8.15551749398147,0.0,0.5673699971471913,17.909028857988694,1.9341084947926137,11.709855593893229,13.490277440420542
